N,Посада,Мова програмування,Спеціалізація,Загальний досвід роботи,Досвід роботи на поточному місці,Зарплата на місяць,Зміна зарплати за 12 місяців,Місто,Розмір компанії,Тип компанії,Стать,Вік,Освіта,Університет,Ще студент,Рівень англійської,Предметна область,Дата заповнення,User.Agent,exp,current_job_exp,salary,Валюта,cls,avg
6316,,,,2.0,0.5,2000,500,,,,,29,,,False,,,,,2.0,0.5,2000,,,1085.0
6317,,,,3.1646325459317586,0.5,4500,0,,,,,34,,,False,,,,,10.0,0.5,4500,,,1536.5164632545932
6318,,,,3.1646325459317586,6.0,650,0,,,,,36,,,False,,,,,10.0,6.0,650,,,767.9164632545932
6319,,,,3.1646325459317586,1.5,3370,350,,,,,34,,,False,,,,,10.0,1.5,3370,,,1345.916463254593
6320,,,,0.5,0.5,650,200,,,,,29,,,False,,,,,0.5,0.5,650,,,785.1
6321,,,,4.0,1.0,1400,200,,,,,21,,,False,,,,,4.0,1.0,1400,,,935.2
6322,,,,0.5,0.5,450,250,,,,,20,,,True,,,,,0.5,0.5,450,,,749.5
6323,,,,1.5,1.5,1500,1230,,,,,22,,,True,,,,,1.5,1.5,1500,,,1058.2
6324,,,,8.0,1.5,3700,800,,,,,29,,,False,,,,,8.0,1.5,3700,,,1457.2
6325,,,,1.0,0.5,650,450,,,,,22,,,True,,,,,1.0,0.5,650,,,810.1
6326,,,,4.0,1.0,4700,0,,,,,22,,,True,,,,,4.0,1.0,4700,,,1575.9
6327,,,,3.1646325459317586,8.0,1150,0,,,,,30,,,False,,,,,10.0,8.0,1150,,,868.6164632545931
6328,,,,1.5,1.5,1000,200,,,,,22,,,True,,,,,1.5,1.5,1000,,,855.7
6329,,,,3.1646325459317586,1.5,5000,500,,,,,36,,,False,,,,,10.0,1.5,5000,,,1688.1164632545929
6330,,,,2.0,1.0,540,0,,,,,25,,,False,,,,,2.0,1.0,540,,,744.1
6331,,,,0.5,0.5,615,0,,,,,32,,,False,,,,,0.5,0.5,615,,,759.5
6332,,,,1.5,0.5,1000,700,,,,,24,,,False,,,,,1.5,0.5,1000,,,906.0
6333,,,,1.5,0.5,2800,1000,,,,,25,,,False,,,,,1.5,0.5,2800,,,1296.2
6334,,,,6.0,4.0,3700,1200,,,,,28,,,False,,,,,6.0,4.0,3700,,,1498.2
6335,,,,9.0,1.5,2500,0,,,,,30,,,False,,,,,9.0,1.5,2500,,,1138.6
6336,,,,8.0,6.0,3000,0,,,,,33,,,False,,,,,8.0,6.0,3000,,,1239.7
6337,,,,1.0,0.5,270,80,,,,,24,,,False,,,,,1.0,0.5,270,,,698.4
6338,,,,9.0,1.0,2000,200,,,,,30,,,False,,,,,9.0,1.0,2000,,,1058.8
6339,,,,7.0,3.0,300,30,,,,,30,,,False,,,,,7.0,3.0,300,,,701.9
6340,,,,4.0,1.7654267970401691,3800,1500,,,,,28,,,False,,,,,4.0,0.0,3800,,,1547.7765426797039
6341,,,,1.5,1.5,800,200,,,,,29,,,False,,,,,1.5,1.5,800,,,817.6
6342,,,,1.5,1.0,650,384,,,,,23,,,False,,,,,1.5,1.0,650,,,805.4
6343,,,,3.0,1.0,750,0,,,,,27,,,False,,,,,3.0,1.0,750,,,787.8
6344,,,,0.25,1.7654267970401691,1400,1400,,,,,25,,,True,,,,,0.25,0.0,1400,,,1057.226542679704
6345,,,,6.0,4.0,3600,300,,,,,27,,,False,,,,,6.0,4.0,3600,,,1389.2
6346,,,,1.5,1.0,1000,400,,,,,22,,,True,,,,,1.5,1.0,1000,,,877.4
6347,,,,4.0,1.7654267970401691,2000,700,,,,,23,,,False,,,,,4.0,0.0,2000,,,1107.976542679704
6348,,,,6.0,5.0,3000,300,,,,,32,,,False,,,,,6.0,5.0,3000,,,1270.2
6349,,,,1.5,1.5,550,150,,,,,20,,,False,,,,,1.5,1.5,550,,,762.5
6350,,,,0.5,0.5,250,0,,,,,22,,,True,,,,,0.5,0.5,250,,,687.5
6351,,,,5.0,2.0,3100,400,,,,,45,,,False,,,,,5.0,2.0,3100,,,1301.0
6352,,,,4.0,2.0,230,50,,,,,27,,,False,,,,,4.0,2.0,230,,,690.1
6353,,,,4.0,1.0,1800,0,,,,,32,,,False,,,,,4.0,1.0,1800,,,999.5
6354,,,,5.0,2.0,4500,700,,,,,29,,,False,,,,,5.0,2.0,4500,,,1609.7
6355,,,,9.0,1.0,400,100,,,,,31,,,False,,,,,9.0,1.0,400,,,730.6
6356,,,,3.0,2.0,550,250,,,,,28,,,False,,,,,3.0,2.0,550,,,774.4
6357,,,,5.0,5.0,2400,600,,,,,27,,,False,,,,,5.0,5.0,2400,,,1180.4
6358,,,,3.0,3.0,1400,400,,,,,30,,,False,,,,,3.0,3.0,1400,,,960.0
6359,,,,1.5,1.5,461,307,,,,,27,,,False,,,,,1.5,1.5,461,,,762.1
6360,,,,1.0,1.0,200,50,,,,,22,,,False,,,,,1.0,1.0,200,,,683.6
6361,,,,8.0,1.0,3300,0,,,,,30,,,False,,,,,8.0,1.0,3300,,,1300.9
6362,,,,8.0,5.0,2300,0,,,,,31,,,False,,,,,8.0,5.0,2300,,,1101.9
6363,,,,1.5,1.5,1300,600,,,,,21,,,True,,,,,1.5,1.5,1300,,,959.1
6364,,,,1.0,0.5,270,0,,,,,27,,,False,,,,,1.0,0.5,270,,,693.4
6365,,,,0.5,0.5,400,100,,,,,20,,,False,,,,,0.5,0.5,400,,,728.7
6366,,,,2.0,0.5,2000,500,,,,,33,,,False,,,,,2.0,0.5,2000,,,1090.4
6367,,,,3.1646325459317586,1.5,1030,100,,,,,34,,,False,,,,,10.0,1.5,1030,,,857.7164632545931
6368,,,,7.0,3.0,3300,0,,,,,30,,,False,,,,,7.0,3.0,3300,,,1301.8
6369,,,,4.0,4.0,990,150,,,,,30,,,False,,,,,4.0,4.0,990,,,854.5
6370,,,,8.0,8.0,800,-400,,,,,30,,,False,,,,,8.0,8.0,800,,,763.2
6371,,,,4.0,2.0,1200,0,,,,,23,,,False,,,,,4.0,2.0,1200,,,880.6
6372,,,,2.0,1.0,1000,0,,,,,25,,,False,,,,,2.0,1.0,1000,,,840.3
6373,,,,1.0,1.7654267970401691,600,0,,,,,20,,,True,,,,,1.0,0.0,600,,,759.776542679704
6374,,,,1.5,1.0,650,50,,,,,24,,,False,,,,,1.5,1.0,650,,,775.3
6375,,,,4.0,4.0,1717,267,,,,,27,,,False,,,,,4.0,4.0,1717,,,1011.9
6376,,,,2.0,1.0,550,50,,,,,23,,,False,,,,,2.0,1.0,550,,,755.5
6377,,,,3.0,1.0,2180,800,,,,,24,,,False,,,,,3.0,1.0,2180,,,1156.9
6378,,,,2.0,0.25,1320,900,,,,,23,,,True,,,,,2.0,0.25,1320,,,994.65
6379,,,,1.0,1.0,400,0,,,,,25,,,False,,,,,1.0,1.0,400,,,720.8
6380,,,,1.0,1.0,400,100,,,,,29,,,False,,,,,1.0,1.0,400,,,731.3
6381,,,,1.0,1.0,1200,600,,,,,26,,,False,,,,,1.0,1.0,1200,,,941.1
6382,,,,2.0,2.0,900,450,,,,,21,,,True,,,,,2.0,2.0,900,,,866.2
6383,,,,7.0,6.0,2800,0,,,,,27,,,False,,,,,7.0,6.0,2800,,,1203.6
6384,,,,3.0,0.5,2100,200,,,,,32,,,False,,,,,3.0,0.5,2100,,,1082.3
6385,,,,7.0,3.0,2000,500,,,,,27,,,False,,,,,7.0,3.0,2000,,,1093.2
6386,,,,3.1646325459317586,5.0,500,0,,,,,40,,,False,,,,,10.0,5.0,500,,,744.9164632545932
6387,,,,3.1646325459317586,4.0,3500,0,,,,,32,,,False,,,,,10.0,4.0,3500,,,1344.0164632545932
6388,,,,5.0,1.7654267970401691,500,-200,,,,,25,,,False,,,,,5.0,0.0,500,,,722.476542679704
6389,,,,2.0,2.0,900,0,,,,,24,,,False,,,,,2.0,2.0,900,,,822.1
6390,,,,3.0,2.0,380,50,,,,,21,,,False,,,,,3.0,2.0,380,,,723.1
6391,,,,4.0,4.0,1300,300,,,,,25,,,False,,,,,4.0,4.0,1300,,,933.2
6392,,,,5.0,2.0,2000,0,,,,,26,,,False,,,,,5.0,2.0,2000,,,1043.2
6393,,,,5.0,5.0,3000,1000,,,,,35,,,False,,,,,5.0,5.0,3000,,,1344.8
6394,,,,1.0,1.0,700,200,,,,,30,,,False,,,,,1.0,1.0,700,,,802.8
6395,,,,7.0,5.0,3000,800,,,,,30,,,False,,,,,7.0,5.0,3000,,,1324.9
6396,,,,2.0,1.0,810,100,,,,,33,,,False,,,,,2.0,1.0,810,,,815.5
6397,,,,3.0,0.5,500,100,,,,,25,,,False,,,,,3.0,0.5,500,,,752.9
6398,,,,3.0,1.5,850,200,,,,,30,,,False,,,,,3.0,1.5,850,,,833.7
6399,,,,3.1646325459317586,0.25,5500,500,,,,,32,,,False,,,,,10.0,0.25,5500,,,1794.466463254593
6400,,,,9.0,1.5,1800,100,,,,,33,,,False,,,,,9.0,1.5,1800,,,1015.4
6401,,,,1.5,1.0,500,100,,,,,29,,,False,,,,,1.5,1.0,500,,,753.5
6402,,,,2.0,0.5,500,200,,,,,22,,,False,,,,,2.0,0.5,500,,,762.9
6403,,,,3.0,2.0,2500,800,,,,,28,,,False,,,,,3.0,2.0,2500,,,1224.1
6404,,,,1.0,0.25,700,300,,,,,27,,,False,,,,,1.0,0.25,700,,,813.35
6405,,,,4.0,2.0,1500,0,,,,,26,,,False,,,,,4.0,2.0,1500,,,944.3
6406,,,,3.1646325459317586,2.0,4200,0,,,,,43,,,False,,,,,10.0,2.0,4200,,,1486.616463254593
6407,,,,2.0,0.5,700,200,,,,,27,,,False,,,,,2.0,0.5,700,,,803.9
6408,,,,3.1646325459317586,1.7654267970401691,240,0,,,,,21,,,True,,,,,0.0,0.0,240,,,691.4930059342971
6409,,,,7.0,1.0,3800,1200,,,,,29,,,False,,,,,7.0,1.0,3800,,,1525.4
6410,,,,0.25,0.25,250,0,,,,,30,,,False,,,,,0.25,0.25,250,,,694.1
6411,,,,1.0,1.0,450,150,,,,,21,,,True,,,,,1.0,1.0,450,,,748.7
6412,,,,2.0,0.25,370,93,,,,,23,,,False,,,,,2.0,0.25,370,,,727.25
6413,,,,5.0,4.0,1200,430,,,,,28,,,False,,,,,5.0,4.0,1200,,,928.9
6414,,,,3.1646325459317586,1.7654267970401691,380,0,,,,,34,,,False,,,,,10.0,10.0,380,,,723.2930059342972
6415,,,,3.0,1.7654267970401691,395,-400,,,,,29,,,False,,,,,3.0,0.0,395,,,684.176542679704
6416,,,,3.1646325459317586,0.5,3500,0,,,,,34,,,False,,,,,10.0,0.5,3500,,,1346.416463254593
6417,,,,4.0,4.0,850,250,,,,,40,,,False,,,,,4.0,4.0,850,,,842.3
6418,,,,6.0,2.0,2850,450,,,,,29,,,False,,,,,6.0,2.0,2850,,,1261.3
6419,,,,4.0,4.0,1100,300,,,,,27,,,False,,,,,4.0,4.0,1100,,,896.2
6420,,,,2.0,2.0,1140,200,,,,,24,,,False,,,,,2.0,2.0,1140,,,893.2
6421,,,,7.0,4.0,1300,600,,,,,35,,,False,,,,,7.0,4.0,1300,,,967.8
6422,,,,3.1646325459317586,9.0,5000,1000,,,,,31,,,False,,,,,10.0,9.0,5000,,,1748.416463254593
6423,,,,9.0,3.0,800,50,,,,,31,,,False,,,,,9.0,3.0,800,,,812.8
6424,,,,8.0,4.0,150,20,,,,,26,,,False,,,,,8.0,4.0,150,,,679.4
6425,,,,3.1646325459317586,1.5,3600,0,,,,,37,,,False,,,,,10.0,1.5,3600,,,1367.8164632545931
6426,,,,1.0,0.25,400,0,,,,,27,,,False,,,,,1.0,0.25,400,,,725.55
6427,,,,2.0,1.5,1000,1000,,,,,26,,,False,,,,,2.0,1.5,1000,,,946.0
6428,,,,1.5,0.25,200,0,,,,,21,,,True,,,,,1.5,0.25,200,,,685.35
6429,,,,2.0,0.5,1400,1000,,,,,24,,,False,,,,,2.0,0.5,1400,,,1025.8
6430,,,,6.0,1.0,350,100,,,,,32,,,False,,,,,6.0,1.0,350,,,727.6
6431,,,,3.0,0.5,600,0,,,,,25,,,False,,,,,3.0,0.5,600,,,766.3
6432,,,,1.5,1.5,350,50,,,,,26,,,False,,,,,1.5,1.5,350,,,721.4
6433,,,,1.5,0.25,1100,500,,,,,20,,,True,,,,,1.5,0.25,1100,,,915.75
6434,,,,5.0,1.0,2200,0,,,,,25,,,False,,,,,5.0,1.0,2200,,,1087.1
6435,,,,2.0,2.0,250,50,,,,,37,,,False,,,,,2.0,2.0,250,,,703.0
6436,,,,0.25,0.25,500,0,,,,,25,,,False,,,,,0.25,0.25,500,,,746.2
6437,,,,1.0,1.0,540,700,,,,,21,,,True,,,,,1.0,1.0,540,,,824.3
6438,,,,5.0,2.0,3000,0,,,,,25,,,False,,,,,5.0,2.0,3000,,,1247.7
6439,,,,9.0,8.0,3200,400,,,,,35,,,False,,,,,9.0,8.0,3200,,,1330.8
6440,,,,2.0,1.0,750,400,,,,,30,,,False,,,,,2.0,1.0,750,,,837.6
6441,,,,3.0,0.25,800,200,,,,,24,,,False,,,,,3.0,0.25,800,,,827.15
6442,,,,1.0,6.0,400,0,,,,,30,,,False,,,,,1.0,6.0,400,,,728.6
6443,,,,2.0,2.0,2500,700,,,,,27,,,False,,,,,2.0,2.0,2500,,,1217.8
6444,,,,0.5,0.5,200,0,,,,,26,,,False,,,,,0.5,0.5,200,,,687.2
6445,,,,0.5,1.7654267970401691,350,0,,,,,26,,,False,,,,,0.5,0.0,350,,,717.376542679704
6446,,,,1.0,1.0,1000,550,,,,,28,,,False,,,,,1.0,1.0,1000,,,902.8
6447,,,,9.0,1.7654267970401691,3700,800,,,,,30,,,False,,,,,9.0,0.0,3700,,,1469.676542679704
6448,,,,3.0,1.0,1450,1000,,,,,27,,,False,,,,,3.0,1.0,1450,,,1038.3
6449,,,,3.1646325459317586,2.0,2500,500,,,,,34,,,False,,,,,10.0,2.0,2500,,,1200.0164632545932
6450,,,,4.0,2.0,500,100,,,,,26,,,False,,,,,4.0,2.0,500,,,758.8
6451,,,,2.0,0.5,1500,500,,,,,21,,,False,,,,,2.0,0.5,1500,,,997.7
6452,,,,3.1646325459317586,8.0,600,0,,,,,37,,,False,,,,,10.0,8.0,600,,,771.8164632545931
6453,,,,1.5,1.5,700,0,,,,,32,,,False,,,,,1.5,1.5,700,,,789.1
6454,,,,1.0,0.5,500,100,,,,,23,,,False,,,,,1.0,0.5,500,,,758.0
6455,,,,4.0,1.7654267970401691,2420,500,,,,,26,,,False,,,,,4.0,0.0,2420,,,1183.0765426797038
6456,,,,1.5,1.5,450,150,,,,,25,,,False,,,,,1.5,1.5,450,,,753.7
6457,,,,1.0,0.5,600,300,,,,,30,,,False,,,,,1.0,0.5,600,,,799.0
6458,,,,0.5,1.0,300,100,,,,,23,,,True,,,,,0.5,1.0,300,,,718.5
6459,,,,7.0,0.25,2700,400,,,,,30,,,False,,,,,7.0,0.25,2700,,,1230.35
6460,,,,1.0,0.5,800,400,,,,,25,,,False,,,,,1.0,0.5,800,,,848.8
6461,,,,4.0,4.0,2000,500,,,,,27,,,False,,,,,4.0,4.0,2000,,,1100.4
6462,,,,5.0,3.0,400,500,,,,,28,,,False,,,,,5.0,3.0,400,,,780.6
6463,,,,4.0,3.0,3200,450,,,,,25,,,False,,,,,4.0,3.0,3200,,,1335.2
6464,,,,2.0,0.25,1700,800,,,,,23,,,True,,,,,2.0,0.25,1700,,,1069.25
6465,,,,3.1646325459317586,1.5,4500,0,,,,,34,,,False,,,,,10.0,1.5,4500,,,1551.5164632545932
6466,,,,1.5,0.5,1500,0,,,,,31,,,False,,,,,1.5,0.5,1500,,,950.1
6467,,,,0.5,0.5,125,150,,,,,21,,,True,,,,,0.5,0.5,125,,,689.1
6468,,,,3.0,1.5,1100,300,,,,,25,,,False,,,,,3.0,1.5,1100,,,900.2
6469,,,,2.0,1.0,1000,0,,,,,31,,,False,,,,,2.0,1.0,1000,,,850.6
6470,,,,3.1646325459317586,1.0,3800,0,,,,,40,,,False,,,,,10.0,1.0,3800,,,1412.5164632545932
6471,,,,0.5,1.7654267970401691,350,250,,,,,22,,,True,,,,,0.5,0.0,350,,,744.676542679704
6472,,,,5.0,1.0,3400,0,,,,,26,,,False,,,,,5.0,1.0,3400,,,1331.0
6473,,,,1.0,1.7654267970401691,500,200,,,,,27,,,False,,,,,1.0,0.0,500,,,770.376542679704
6474,,,,1.0,0.25,450,100,,,,,22,,,False,,,,,1.0,0.25,450,,,749.85
6475,,,,4.0,4.0,1000,400,,,,,27,,,False,,,,,4.0,4.0,1000,,,891.8
6476,,,,3.1646325459317586,1.7654267970401691,480,0,,,,,22,,,False,,,,,0.0,0.0,480,,,746.2930059342972
6477,,,,3.1646325459317586,0.5,4700,500,,,,,41,,,False,,,,,10.0,0.5,4700,,,1643.216463254593
6478,,,,2.0,2.0,700,0,,,,,24,,,False,,,,,2.0,2.0,700,,,791.0
6479,,,,3.0,1.0,2000,400,,,,,31,,,False,,,,,3.0,1.0,2000,,,1091.8
6480,,,,3.0,0.5,1100,0,,,,,26,,,False,,,,,3.0,0.5,1100,,,871.3
6481,,,,2.0,1.0,800,200,,,,,27,,,False,,,,,2.0,1.0,800,,,831.4
6482,,,,7.0,5.0,1000,0,,,,,38,,,False,,,,,7.0,5.0,1000,,,854.4
6483,,,,1.0,1.0,700,0,,,,,22,,,True,,,,,1.0,1.0,700,,,791.0
6484,,,,8.0,4.0,3500,500,,,,,28,,,False,,,,,8.0,4.0,3500,,,1403.6
6485,,,,4.0,1.0,600,150,,,,,26,,,False,,,,,4.0,1.0,600,,,787.1
6486,,,,2.0,1.5,1300,300,,,,,22,,,True,,,,,2.0,1.5,1300,,,941.6
6487,,,,3.0,0.25,800,-100,,,,,24,,,False,,,,,3.0,0.25,800,,,801.75
6488,,,,0.5,0.5,300,200,,,,,24,,,False,,,,,0.5,0.5,300,,,731.4
6489,,,,5.0,2.0,1100,100,,,,,29,,,False,,,,,5.0,2.0,1100,,,883.2
6490,,,,3.0,1.5,600,200,,,,,26,,,False,,,,,3.0,1.5,600,,,792.5
6491,,,,4.0,0.5,3300,0,,,,,28,,,False,,,,,4.0,0.5,3300,,,1312.8
6492,,,,7.0,4.0,1000,300,,,,,31,,,False,,,,,7.0,4.0,1000,,,884.5
6493,,,,2.0,2.0,1200,600,,,,,32,,,False,,,,,2.0,2.0,1200,,,953.3
6494,,,,4.0,1.5,1900,150,,,,,26,,,False,,,,,4.0,1.5,1900,,,1048.1
6495,,,,3.0,1.7654267970401691,3000,-1000,,,,,20,,,False,,,,,3.0,0.0,3000,,,1152.2765426797039
6496,,,,2.0,1.0,700,400,,,,,22,,,True,,,,,2.0,1.0,700,,,832.5
6497,,,,3.1646325459317586,1.7654267970401691,250,100,,,,,30,,,False,,,,,0.0,0.0,250,,,713.1930059342972
6498,,,,6.0,0.5,3300,300,,,,,30,,,False,,,,,6.0,0.5,3300,,,1344.1
6499,,,,0.5,0.5,350,100,,,,,25,,,False,,,,,0.5,0.5,350,,,732.6
6500,,,,2.0,0.5,1500,500,,,,,33,,,False,,,,,2.0,0.5,1500,,,1003.8
6501,,,,1.0,1.0,700,200,,,,,34,,,False,,,,,1.0,1.0,700,,,813.9
6502,,,,3.1646325459317586,1.7654267970401691,300,0,,,,,20,,,True,,,,,0.0,0.0,300,,,712.7930059342972
6503,,,,3.1646325459317586,1.7654267970401691,650,0,,,,,26,,,False,,,,,0.0,0.0,650,,,783.3930059342972
6504,,,,3.1646325459317586,1.5,650,-10,,,,,38,,,False,,,,,10.0,1.5,650,,,784.8164632545931
6505,,,,3.0,1.0,1000,250,,,,,28,,,False,,,,,3.0,1.0,1000,,,879.1
6506,,,,6.0,0.25,1700,300,,,,,29,,,False,,,,,6.0,0.25,1700,,,1024.75
6507,,,,1.0,1.0,800,600,,,,,22,,,True,,,,,1.0,1.0,800,,,873.4
6508,,,,7.0,7.0,250,0,,,,,40,,,False,,,,,7.0,7.0,250,,,707.6
6509,,,,0.5,1.7654267970401691,400,0,,,,,21,,,False,,,,,0.5,0.0,400,,,733.276542679704
6510,,,,3.1646325459317586,1.5,750,0,,,,,28,,,False,,,,,10.0,1.5,750,,,805.4164632545932
6511,,,,1.0,1.7654267970401691,500,450,,,,,27,,,False,,,,,1.0,0.0,500,,,799.176542679704
6512,,,,1.5,1.5,780,390,,,,,31,,,False,,,,,1.5,1.5,780,,,849.9
6513,,,,8.0,1.7654267970401691,2700,500,,,,,33,,,False,,,,,8.0,0.0,2700,,,1246.376542679704
6514,,,,2.0,1.5,2300,800,,,,,33,,,False,,,,,2.0,1.5,2300,,,1195.4
6515,,,,1.5,0.25,800,400,,,,,20,,,True,,,,,1.5,0.25,800,,,853.95
6516,,,,1.0,1.0,1000,100,,,,,43,,,False,,,,,1.0,1.0,1000,,,866.3
6517,,,,1.0,1.0,600,200,,,,,28,,,False,,,,,1.0,1.0,600,,,794.9
6518,,,,0.25,0.25,230,0,,,,,23,,,False,,,,,0.25,0.25,230,,,700.2
6519,,,,1.0,0.25,500,0,,,,,34,,,False,,,,,1.0,0.25,500,,,755.55
6520,,,,1.0,1.0,300,150,,,,,22,,,False,,,,,1.0,1.0,300,,,729.6
6521,,,,2.0,1.7654267970401691,700,300,,,,,23,,,False,,,,,2.0,0.0,700,,,824.9765426797039
6522,,,,1.0,1.0,200,100,,,,,25,,,False,,,,,1.0,1.0,200,,,705.1
6523,,,,5.0,1.0,1000,200,,,,,25,,,False,,,,,5.0,1.0,1000,,,876.0
6524,,,,2.0,1.7654267970401691,500,0,,,,,24,,,False,,,,,2.0,0.0,500,,,755.376542679704
6525,,,,1.0,1.0,200,50,,,,,23,,,False,,,,,1.0,1.0,200,,,700.2
6526,,,,2.0,1.7654267970401691,1000,350,,,,,32,,,False,,,,,2.0,0.0,1000,,,891.3765426797039
6527,,,,1.5,1.0,1000,600,,,,,26,,,False,,,,,1.5,1.0,1000,,,915.8
6528,,,,4.0,1.5,1600,400,,,,,25,,,False,,,,,4.0,1.5,1600,,,1016.4
6529,,,,4.0,4.0,600,75,,,,,29,,,False,,,,,4.0,4.0,600,,,784.9
6530,,,,1.5,1.7654267970401691,300,100,,,,,22,,,True,,,,,1.5,0.0,300,,,725.776542679704
6531,,,,3.0,1.5,300,0,,,,,24,,,False,,,,,3.0,1.5,300,,,716.4
6532,,,,3.0,0.5,1500,1000,,,,,23,,,False,,,,,3.0,0.5,1500,,,1056.2
6533,,,,3.0,2.0,1275,475,,,,,25,,,False,,,,,3.0,2.0,1275,,,959.3
6534,,,,1.5,0.5,400,200,,,,,30,,,False,,,,,1.5,0.5,400,,,756.8
6535,,,,4.0,2.0,1700,200,,,,,27,,,False,,,,,4.0,2.0,1700,,,1017.4
6536,,,,7.0,4.0,2000,300,,,,,30,,,False,,,,,7.0,4.0,2000,,,1088.8
6537,,,,9.0,9.0,2600,0,,,,,39,,,False,,,,,9.0,9.0,2600,,,1181.2
6538,,,,5.0,0.25,3000,1000,,,,,27,,,False,,,,,5.0,0.25,3000,,,1357.55
6539,,,,2.0,1.5,1000,650,,,,,25,,,False,,,,,2.0,1.5,1000,,,922.1
6540,,,,3.1646325459317586,2.0,3800,0,,,,,39,,,False,,,,,10.0,2.0,3800,,,1419.616463254593
6541,,,,4.0,0.25,1500,300,,,,,24,,,False,,,,,4.0,0.25,1500,,,987.35
6542,,,,1.5,1.0,1150,600,,,,,24,,,False,,,,,1.5,1.0,1150,,,947.1
6543,,,,3.1646325459317586,2.0,1250,450,,,,,29,,,False,,,,,10.0,2.0,1250,,,953.9164632545932
6544,,,,4.0,0.25,2000,0,,,,,22,,,False,,,,,4.0,0.25,2000,,,1057.45
6545,,,,3.1646325459317586,1.7654267970401691,500,0,,,,,22,,,False,,,,,0.0,0.0,500,,,757.1930059342972
6546,,,,0.5,0.5,200,0,,,,,20,,,True,,,,,0.5,0.5,200,,,696.9
6547,,,,5.0,2.0,3700,400,,,,,26,,,False,,,,,5.0,2.0,3700,,,1438.7
6548,,,,1.0,0.5,440,160,,,,,23,,,True,,,,,1.0,0.5,440,,,761.5
6549,,,,1.5,0.25,1200,500,,,,,25,,,False,,,,,1.5,0.25,1200,,,947.75
6550,,,,3.1646325459317586,0.25,2500,0,,,,,45,,,False,,,,,10.0,0.25,2500,,,1160.866463254593
6551,,,,2.0,0.5,350,100,,,,,20,,,False,,,,,2.0,0.5,350,,,737.6
6552,,,,2.0,1.0,750,0,,,,,21,,,False,,,,,2.0,1.0,750,,,807.9
6553,,,,6.0,3.0,1300,0,,,,,27,,,False,,,,,6.0,3.0,1300,,,919.8
6554,,,,1.5,1.0,1000,450,,,,,27,,,False,,,,,1.5,1.0,1000,,,903.6
6555,,,,4.0,1.0,1800,200,,,,,24,,,False,,,,,4.0,1.0,1800,,,1038.9
6556,,,,3.0,1.7654267970401691,600,300,,,,,29,,,False,,,,,3.0,0.0,600,,,809.276542679704
6557,,,,2.0,2.0,750,200,,,,,22,,,False,,,,,2.0,2.0,750,,,828.7
6558,,,,5.0,1.0,2600,0,,,,,27,,,False,,,,,5.0,1.0,2600,,,1179.7
6559,,,,3.1646325459317586,1.7654267970401691,500,0,,,,,28,,,False,,,,,0.0,0.0,500,,,759.1930059342972
6560,,,,0.5,0.5,500,200,,,,,22,,,False,,,,,0.5,0.5,500,,,778.4
6561,,,,9.0,4.0,3000,200,,,,,30,,,False,,,,,9.0,4.0,3000,,,1281.7
6562,,,,5.0,5.0,2400,100,,,,,33,,,False,,,,,5.0,5.0,2400,,,1151.5
6563,,,,3.1646325459317586,6.0,4500,800,,,,,30,,,False,,,,,10.0,6.0,4500,,,1641.816463254593
6564,,,,4.0,2.0,2000,200,,,,,27,,,False,,,,,4.0,2.0,2000,,,1080.3
6565,,,,0.5,0.5,300,100,,,,,23,,,True,,,,,0.5,0.5,300,,,729.1
6566,,,,6.0,5.0,1300,0,,,,,30,,,False,,,,,6.0,5.0,1300,,,921.8
6567,,,,3.1646325459317586,9.0,3000,200,,,,,37,,,False,,,,,10.0,9.0,3000,,,1283.5164632545932
6568,,,,4.0,4.0,2000,0,,,,,29,,,False,,,,,4.0,4.0,2000,,,1061.3
6569,,,,1.0,1.0,1500,200,,,,,29,,,False,,,,,1.0,1.0,1500,,,980.2
6570,,,,4.0,0.5,1800,800,,,,,23,,,False,,,,,4.0,0.5,1800,,,1100.2
6571,,,,3.1646325459317586,0.25,250,0,,,,,27,,,False,,,,,0.0,0.25,250,,,710.1664632545932
6572,,,,1.0,1.0,740,400,,,,,26,,,False,,,,,1.0,1.0,740,,,848.2
6573,,,,3.0,1.0,1000,100,,,,,28,,,False,,,,,3.0,1.0,1000,,,870.9
6574,,,,3.0,0.5,1300,300,,,,,26,,,False,,,,,3.0,0.5,1300,,,950.7
6575,,,,3.0,2.0,1700,200,,,,,25,,,False,,,,,3.0,2.0,1700,,,1021.0
6576,,,,2.0,0.25,2000,1300,,,,,21,,,True,,,,,2.0,0.25,2000,,,1190.25
6577,,,,3.0,3.0,1950,150,,,,,26,,,False,,,,,3.0,3.0,1950,,,1066.5
6578,,,,0.25,0.25,350,0,,,,,22,,,False,,,,,0.25,0.25,350,,,730.1
6579,,,,1.0,1.0,500,300,,,,,22,,,False,,,,,1.0,1.0,500,,,790.5
6580,,,,4.0,3.0,1700,300,,,,,24,,,False,,,,,4.0,3.0,1700,,,1031.8
6581,,,,4.0,4.0,1500,0,,,,,33,,,False,,,,,4.0,4.0,1500,,,963.0
6582,,,,4.0,1.5,3300,800,,,,,28,,,False,,,,,4.0,1.5,3300,,,1402.1
6583,,,,3.0,3.0,760,160,,,,,27,,,False,,,,,3.0,3.0,760,,,830.2
6584,,,,1.5,1.5,600,0,,,,,20,,,True,,,,,1.5,1.5,600,,,781.1
